"","Region","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"28","Japón",10461.6,10421.7,12270.8,15701.3,17655.3,20095.6,23228.6,25700.6,21698,26680.3,28989.3
"29","Malasia",20.8,12.1,20.3,41.5,27,26.2,37,199.3,265.7,1405.33598727651,563.336676122896
"30","México",40.8,48.3,84,51.5,-1604.48822194697,2234.03351254906,1648.24786200171,182.728993089648,675.684459205254,1564.77993737219,2668.71164816188
"31","Nicaragua",22262.2464305946,23382.0872445373,22473.9517753807,22036.8430681966,21316.2528373838,23851.3953014699,25613.3933637653,21605.9929769306,21407.9199381244,22440.3480873722,23910.9149689616
"32","Noruega",159.1,170.9,194.6,242,383.5,384.2,192,232.8,124.3,338.6,323.7
"33","Panamá",13205.5151021619,11293.3993960225,13927.7627901163,11615.3913363085,11106.5130036195,11493.7209642704,10547.2644468607,15901.3455959008,11357.5963109113,13778.2048495647,12435.0832787203
"34","Perú",0.8,0.8,0.5,0.2,1.8,2.7,1.1,1.5,2.2,3.1,5.4
"35","Polonia",48,34,28,30,62,38,103,207,103,237,268
"36","Portugal",20.5,23.3,29.5,27.4,46.4,70.8,85,63.7,148.1,41,60.8
"37","Reino Unido",8167.3,8680.6,10100.1,11783.4,13302.2,14541.2,16063.4,14751.6,12928.3,13821.7,14174.4
"38","Rep. Checa",36.5,45.3,50.3,37.6,39.8,31.7,35.9,57,98.9,105.2,107.2
"39","Rep. Dominicana",4962.95286548223,4623.52949442545,5098.95619094157,4931.42792267579,5091.30583635185,3948.77703137152,6152.17453257177,4273.53465433771,6503.14828212443,4095.23877925367,5655.66349453427
"40","Rusia",60.4,146.8,173.7,227.5,260.2,299.3,396.4,453.4,493.7,625.1,868.1
"41","Sudáfrica",21.5,19.5,26.6,37.4,45.3,45.8,52.9,53.7,47.7,59.2,65.8
"42","Suecia",1645.4,1647.7,2236.9,3556.7,3452.5,4085.3,4604.8,4883.2,4597.4,5592.3,6323.2
"43","Suiza",15855.524927383,15579.3277258719,15967.4299665735,13346.4820004442,15346.240602293,16002.9265088036,17647.4870908072,15310.5941340543,16934.1021980853,16576.5468064322,17565.0096016087
"44","Tailandia",8.9,7.4,7.5,14.3,16.8,46.4,54.1,100.8,145.2,153.1,1101.37489344376
"45","Turquía",-3535.81060703963,-3346.29679436314,-4019.67502836264,-2796.22640738466,-5287.4900934067,-4319.4671918578,-3823.34421204724,-3962.07766131569,-3820.71989762467,-2428.58455064529,285.126847769425
"46","Venezuela",-1099.85548647727,-705.866173573739,-1803.04566880107,215.142108846689,-3397.10952396234,-1420.8550213782,-1155.52644319122,-1626.27467740661,-302.645178877945,-2535.15790911729,116.10555501818
